season,week,eps,flip_rate
4,1,0.02,0.156
4,1,0.05,0.368
4,1,0.1,0.528
4,2,0.02,0.2
4,2,0.05,0.472
4,2,0.1,0.584
4,3,0.02,0.0
4,3,0.05,0.004
4,3,0.1,0.188
4,4,0.02,0.328
4,4,0.05,0.532
4,4,0.1,0.568
4,5,0.02,0.0
4,5,0.05,0.0
4,5,0.1,0.1
4,6,0.02,0.0
4,6,0.05,0.044
4,6,0.1,0.2
4,7,0.02,0.028
4,7,0.05,0.196
4,7,0.1,0.408
4,8,0.02,0.0
4,8,0.05,0.048
4,8,0.1,0.148
4,9,0.02,0.008
4,9,0.05,0.284
4,9,0.1,0.516
4,10,0.02,0.228
4,10,0.05,0.46
4,10,0.1,0.584
