season,week,eps,flip_rate
1,1,0.02,0.424
1,1,0.05,0.512
1,1,0.1,0.512
1,2,0.02,0.0
1,2,0.05,0.004
1,2,0.1,0.1
1,3,0.02,0.0
1,3,0.05,0.0
1,3,0.1,0.0
1,4,0.02,0.0
1,4,0.05,0.032
1,4,0.1,0.224
1,5,0.02,0.0
1,5,0.05,0.012
1,5,0.1,0.124
1,6,0.02,0.012
1,6,0.05,0.208
1,6,0.1,0.34
